82.61,No,Full,72,Female,AM,International
110.78,No,Full,46,Male,PM,Europe
27.49,Yes,Full,75,Male,PM,International
45.72,No,Full,79,Female,AM,Europe
66.57,No,Half,78,Other,AM,International
80.07,Yes,Half,23,Male,AM,Europe
50.39,Yes,Full,35,Male,AM,Europe
111.38,No,Full,51,Female,PM,International
24.09,No,Half,27,Male,PM,Europe
50.75,No,Half,22,Male,AM,Europe
83.21,Yes,Full,64,Female,PM,Europe
94.16,No,Full,66,Male,AM,Europe
86.5,No,Half,49,Male,PM,Europe
56.54,No,Half,78,Male,PM,International
115.26,No,Full,68,Female,PM,International
69.84,No,Half,45,Male,AM,Europe
53.9,Yes,Half,42,Female,AM,Europe
95.82,Yes,Full,52,Other,PM,Europe
38.74,No,Full,25,Male,PM,International
49.92,No,Full,52,Female,PM,Europe
102.35,Yes,Full,19,Male,PM,International
89.81,Yes,Full,47,Female,AM,Europe
111.15,No,Full,49,Female,PM,Europe
60.16,Yes,Half,48,Female,PM,Europe
15.71,No,Half,40,Female,PM,Europe
112.5,No,Half,77,Male,AM,Europe
94.54,No,Full,18,Female,PM,Europe
27.79,No,Half,72,Female,PM,International
9.64,Yes,Full,27,Male,AM,Europe
103.3,Yes,Full,58,Female,AM,International
106.54,No,Full,33,Female,PM,International
94.07,No,Full,18,Male,PM,Europe
71.04,Yes,Half,59,Male,PM,International
48.66,Yes,Full,57,Female,AM,International
81.1,No,Full,52,Female,AM,Europe
48.98,Yes,Full,21,Male,PM,Europe
69.27,Yes,Full,60,Male,PM,Europe
23.8,Yes,Full,80,Female,PM,Europe
53.93,Yes,Half,49,Male,PM,Europe
82.28,No,Full,36,Male,AM,Europe
101.12,No,Full,25,Male,AM,International
51.03,No,Half,80,Female,AM,Europe
39.52,Yes,Full,40,Female,PM,Europe
33.82,Yes,Half,22,Male,AM,Europe
111.74,Yes,Full,76,Female,PM,International
27.47,No,Full,29,Male,PM,Europe
20.39,Yes,Half,59,Female,PM,International
74.99,No,Half,25,Male,AM,Europe
48.85,No,Full,23,Female,AM,International
83.51,Yes,Full,75,Female,PM,Europe
92.27,No,Full,54,Female,AM,Europe
41.07,Yes,Full,32,Male,AM,International
115.61,No,Full,41,Male,PM,Europe
9.83,No,Half,53,Female,PM,Europe
64.82,Yes,Half,60,Female,PM,International
92.31,Yes,Full,55,Male,AM,Europe
101.09,Yes,Full,22,Male,PM,Europe
67.24,No,Full,59,Female,PM,Europe
93.36,Yes,Full,78,Female,PM,International
116.95,Yes,Full,66,Female,PM,Europe
68.55,No,Full,60,Male,AM,Europe
44.67,No,Full,67,Male,AM,Europe
119.45,Yes,Full,53,Female,AM,Europe
104.2,No,Full,43,Male,PM,International
45.38,Yes,Full,20,Female,PM,Europe
105.75,No,Half,76,Female,AM,Europe
95.25,Yes,Full,35,Female,PM,International
81.78,Yes,Full,62,Male,PM,International
73.99,No,Half,20,Male,PM,Europe
15.18,No,Full,40,Male,PM,International
91.41,Yes,Half,29,Female,AM,Europe
24.33,No,Full,32,Female,PM,International
94.55,No,Full,68,Female,AM,International
88.44,No,Full,18,Female,PM,International
55.69,No,Full,41,Male,PM,Europe
19.01,No,Half,43,Female,AM,Europe
56.21,Yes,Full,63,Female,AM,Europe
17.92,No,Full,50,Male,AM,Europe
39.5,No,Full,28,Female,AM,Europe
35.28,No,Full,22,Female,PM,International
56.48,No,Half,58,Female,PM,International
13.05,No,Half,55,Male,AM,International
47.46,Yes,Full,76,Female,PM,Europe
81.85,No,Half,51,Female,PM,Europe
85.83,Yes,Half,29,Male,PM,Europe
6.28,No,Full,34,Male,AM,Europe
74.91,No,Full,80,Male,AM,International
33.5,No,Full,79,Male,AM,Europe
52.24,Yes,Half,45,Male,AM,Europe
17.5,Yes,Half,70,Female,AM,Europe
5.11,No,Full,79,Male,PM,International
96.03,No,Full,58,Female,AM,Europe
38.01,Yes,Half,54,Female,PM,Europe
24.44,No,Half,45,Female,AM,International
57.91,No,Half,74,Male,PM,Europe
106.62,No,Full,72,Male,AM,International
62.96,Yes,Full,36,Male,AM,International
19.03,No,Full,73,Male,PM,International
34.41,No,Full,43,Male,PM,Europe
40.79,No,Full,65,Male,AM,International
17.01,Yes,Half,51,Female,AM,Europe
99.19,No,Full,47,Female,PM,Europe
63.02,No,Full,33,Female,AM,International
73.47,No,Half,35,Female,AM,Europe
101.7,No,Full,38,Female,AM,Europe
115.1,No,Full,24,Female,PM,Europe
111.15,No,Full,60,Female,AM,International
28.5,No,Full,69,Male,AM,Europe
101.27,Yes,Full,55,Female,AM,Europe
75.47,Yes,Full,62,Male,AM,Europe
20.73,Yes,Full,63,Female,PM,International
74.33,Yes,Half,64,Female,PM,Europe
47.58,No,Full,26,Other,AM,Europe
14.1,Yes,Full,80,Male,AM,Europe
95.35,Yes,Full,80,Female,PM,International
24.96,No,Full,19,Male,PM,Europe
80.51,No,Full,38,Male,PM,Europe
81.82,Yes,Full,29,Male,AM,International
119.83,No,Full,62,Male,AM,Europe
34.67,No,Full,73,Female,PM,Europe
9.69,No,Full,78,Female,AM,International
34.51,Yes,Half,79,Male,AM,Europe
73.54,Yes,Full,50,Other,AM,International
97.49,No,Full,55,Female,PM,Europe
90.47,No,Full,19,Male,AM,Europe
30.23,No,Full,54,Male,AM,Europe
111.23,No,Full,20,Male,PM,Europe
115.1,Yes,Half,31,Female,PM,Europe
67.08,No,Full,36,Male,AM,Europe
53.89,No,Half,38,Female,AM,Europe
59.16,No,Half,53,Male,PM,Europe
99.14,Yes,Full,76,Male,AM,International
16.86,No,Full,34,Female,PM,International
94.3,Yes,Full,66,Female,PM,Europe
85.27,No,Half,43,Male,AM,Europe
115.71,No,Full,66,Female,AM,International
10.7,No,Full,29,Female,AM,Europe
119.55,No,Full,55,Male,PM,International
86.01,No,Half,33,Female,PM,International
57.54,No,Full,39,Male,PM,Europe
100.56,No,Half,20,Female,PM,Europe
53.21,No,Half,78,Other,AM,Europe
58.59,No,Half,28,Female,AM,International
63.16,No,Full,60,Male,AM,International
65.73,No,Full,56,Female,PM,Europe
111.42,No,Full,69,Male,PM,International
13.1,Yes,Full,49,Female,AM,Europe
20.6,No,Full,60,Female,PM,Europe
88.77,No,Full,27,Female,AM,Europe
116.39,Yes,Full,71,Other,PM,Europe
112.83,Yes,Full,59,Male,PM,Europe
101.4,No,Half,32,Male,AM,International
103.29,No,Full,42,Male,PM,Europe
115.8,No,Half,53,Male,PM,International
35.74,No,Full,27,Male,AM,Europe
62.13,Yes,Full,52,Other,AM,Europe
51.26,No,Full,77,Female,PM,International
80.45,No,Full,58,Male,AM,International
25.88,No,Full,21,Male,PM,International
68.87,Yes,Full,27,Female,AM,Europe
108.1,Yes,Full,78,Female,AM,Europe
15.19,No,Half,28,Male,AM,Europe
41.63,Yes,Full,70,Female,AM,Europe
13.25,No,Full,47,Male,AM,Europe
67.99,Yes,Full,76,Female,AM,International
105.58,No,Full,78,Male,PM,International
68.57,Yes,Full,35,Female,PM,International
102.65,No,Full,54,Female,AM,Europe
22.75,No,Full,79,Female,PM,International
8.9,Yes,Half,55,Male,AM,International
96.14,No,Full,21,Male,AM,International
24.85,Yes,Half,29,Male,PM,International
95.94,Yes,Half,41,Female,PM,International
88.92,No,Full,36,Female,PM,Europe
118.01,No,Full,23,Female,AM,International
12.02,Yes,Full,44,Male,AM,International
66.39,Yes,Full,65,Male,PM,Europe
88.33,Yes,Half,70,Male,PM,Europe
28.37,No,Full,62,Female,PM,Europe
61.54,No,Full,19,Female,PM,Europe
21.03,No,Full,23,Female,PM,International
28.67,No,Half,36,Male,AM,Europe
11.92,No,Half,64,Female,PM,Europe
17.68,No,Full,62,Male,AM,International
46.49,No,Half,52,Female,PM,Europe
