80.61,No,Half,38,Female,AM,Europe
103.67,No,Full,63,Male,AM,Europe
78.17,No,Full,60,Female,PM,Europe
5.7,No,Half,54,Male,PM,International
68.38,No,Full,65,Male,AM,Europe
25.11,Yes,Half,23,Female,PM,International
97.01,No,Half,75,Female,PM,International
52.42,No,Half,23,Male,PM,Europe
55.51,No,Full,70,Male,AM,International
39.95,No,Full,65,Male,PM,International
31.4,No,Half,49,Female,PM,International
23.39,Yes,Half,69,Female,AM,International
51.88,No,Full,34,Male,PM,Europe
66.82,No,Full,62,Female,AM,Europe
108.61,No,Full,31,Male,AM,International
51.22,Yes,Full,29,Female,PM,Europe
42,Yes,Half,31,Male,AM,Europe
99.09,No,Half,41,Female,AM,International
85.06,No,Full,74,Female,AM,International
18.2,No,Half,58,Other,AM,International
86.34,Yes,Full,50,Male,AM,Europe
114.39,No,Half,79,Male,AM,Europe
62.18,Yes,Full,23,Male,AM,Europe
61.42,Yes,Full,41,Male,AM,International
88.21,Yes,Full,55,Female,PM,Europe
27.98,Yes,Half,24,Female,PM,Europe
47.21,Yes,Half,73,Male,AM,Europe
41.45,Yes,Half,77,Male,AM,Europe
119.53,Yes,Half,37,Female,AM,International
23.59,No,Full,41,Male,PM,International
25,Yes,Full,72,Female,PM,International
58,No,Full,52,Male,PM,International
36.55,Yes,Full,54,Female,PM,International
105.13,No,Full,54,Female,PM,International
55.19,Yes,Full,72,Male,PM,Europe
83.76,Yes,Full,75,Female,PM,International
99.09,No,Full,67,Female,PM,Europe
36.29,No,Full,20,Female,PM,Europe
89.26,No,Full,74,Female,PM,Europe
50.9,Yes,Full,50,Female,AM,Europe
34.27,No,Full,59,Female,AM,Europe
107.36,Yes,Full,68,Female,PM,International
69.98,Yes,Half,22,Other,AM,Europe
62.08,No,Full,42,Male,AM,International
25.77,Yes,Half,45,Male,AM,Europe
108.69,Yes,Full,62,Female,AM,Europe
78.35,No,Full,76,Male,PM,Europe
113.98,Yes,Half,58,Male,AM,Europe
10.1,No,Full,68,Male,AM,International
18.41,No,Full,21,Male,AM,Europe
105.9,Yes,Full,52,Female,AM,Europe
56.95,No,Full,73,Female,PM,Europe
58.7,Yes,Half,24,Male,PM,Europe
30.68,No,Full,65,Female,AM,Europe
61.17,Yes,Full,54,Female,AM,International
55.43,No,Half,51,Other,AM,Europe
87.9,No,Full,35,Female,AM,Europe
78.08,No,Full,61,Male,PM,International
96.88,Yes,Full,76,Male,PM,Europe
95.06,Yes,Full,27,Male,AM,Europe
53.47,No,Full,71,Female,AM,Europe
39.67,No,Full,80,Female,AM,International
42.58,No,Full,26,Female,AM,Europe
118.84,No,Half,59,Female,PM,Europe
52.06,Yes,Half,26,Male,AM,Europe
91.88,Yes,Half,46,Female,PM,Europe
14.52,Yes,Full,36,Female,AM,Europe
54.4,Yes,Full,80,Male,PM,International
42.82,No,Half,30,Male,AM,Europe
23.42,No,Half,31,Male,PM,International
7.75,No,Full,30,Male,PM,Europe
33.97,Yes,Full,29,Male,AM,Europe
96.23,No,Full,76,Female,PM,Europe
39.21,Yes,Half,27,Male,PM,Europe
105.4,Yes,Full,29,Female,AM,Europe
71.57,No,Full,19,Male,AM,Europe
97.54,No,Full,36,Male,PM,Europe
119.93,No,Half,42,Male,AM,International
78.66,No,Full,21,Female,AM,Europe
44.2,No,Half,25,Other,AM,Europe
40.65,Yes,Half,50,Male,AM,Europe
116.86,No,Full,36,Male,PM,International
87.18,No,Full,51,Male,AM,International
62.79,No,Full,49,Female,AM,Europe
29.62,Yes,Full,68,Female,AM,Europe
61.34,No,Half,58,Male,PM,Europe
92.65,No,Half,77,Male,PM,International
117.09,Yes,Half,77,Female,PM,Europe
82.37,No,Half,61,Male,PM,Europe
7.83,No,Full,61,Male,AM,Europe
58.5,Yes,Full,80,Other,AM,Europe
100.18,Yes,Full,70,Female,AM,Europe
63.71,No,Full,42,Other,PM,International
44.57,Yes,Full,22,Female,PM,Europe
104.03,Yes,Half,19,Male,PM,Europe
71.42,No,Half,71,Male,AM,Europe
63,Yes,Full,54,Female,PM,Europe
60.92,Yes,Half,63,Male,AM,Europe
83.37,Yes,Half,34,Male,PM,International
57.36,No,Full,52,Female,PM,Europe
70.22,No,Full,73,Male,AM,Europe
58.59,No,Half,26,Male,AM,Europe
18.67,No,Full,55,Male,AM,Europe
19.48,Yes,Full,52,Female,PM,Europe
96.74,No,Half,66,Female,PM,Europe
103.21,Yes,Half,74,Male,PM,International
5.65,No,Half,41,Male,AM,Europe
95.15,No,Full,42,Male,PM,International
66.64,Yes,Half,23,Male,PM,International
55.3,No,Full,74,Male,AM,International
59.68,No,Half,36,Male,AM,International
87,No,Full,52,Other,AM,Europe
5.27,No,Full,78,Female,PM,International
12.21,No,Full,50,Female,PM,Europe
101.75,No,Full,74,Female,AM,Europe
119.73,No,Full,67,Female,AM,Europe
