81.45,Yes,Full,66,Female,AM,Europe
46.44,No,Full,77,Female,PM,Europe
113.78,No,Half,47,Female,AM,International
69.41,No,Full,65,Male,AM,International
49.38,Yes,Full,43,Female,PM,Europe
53.45,Yes,Half,55,Male,AM,Europe
8.38,Yes,Half,33,Male,AM,Europe
87.5,No,Full,73,Female,PM,Europe
87.43,No,Half,36,Other,AM,Europe
41.54,No,Full,75,Female,AM,Europe
37.97,No,Full,48,Male,PM,Europe
93.93,No,Half,42,Female,PM,Europe
30.22,Yes,Full,66,Female,PM,Europe
79.52,No,Full,53,Female,AM,Europe
99.07,No,Full,36,Male,AM,International
45.6,Yes,Half,39,Female,PM,International
10.69,Yes,Full,61,Female,PM,International
46.17,No,Full,18,Male,PM,Europe
82.65,No,Full,58,Female,AM,Europe
55.8,Yes,Half,76,Female,PM,Europe
111.29,No,Half,50,Female,AM,Europe
65.27,No,Half,51,Male,AM,Europe
116.58,No,Half,74,Male,AM,Europe
81.29,Yes,Full,42,Male,AM,Europe
99.02,No,Full,57,Female,AM,Europe
78.42,Yes,Full,72,Male,PM,International
63,No,Full,39,Female,PM,International
70.6,No,Full,43,Male,PM,International
99.81,No,Half,70,Female,PM,International
69.86,No,Full,38,Female,AM,Europe
111.25,No,Full,60,Male,PM,International
21.25,No,Half,51,Male,AM,Europe
38.19,No,Full,49,Female,PM,Europe
30.33,No,Full,38,Female,AM,Europe
48.12,No,Full,76,Male,PM,International
78.94,No,Full,53,Female,PM,International
86.51,Yes,Full,74,Female,AM,Europe
102.62,No,Full,38,Female,PM,Europe
71.91,No,Full,19,Male,PM,Europe
69.66,No,Full,61,Female,PM,Europe
25.92,No,Half,74,Male,AM,Europe
14.95,No,Full,71,Male,AM,Europe
113.22,No,Full,29,Female,AM,Europe
39.27,Yes,Half,59,Male,AM,Europe
40.24,No,Full,62,Male,PM,Europe
117.79,No,Full,50,Female,AM,Europe
6.19,No,Half,69,Female,AM,Europe
111.36,No,Full,75,Female,PM,Europe
20.19,No,Full,45,Male,AM,Europe
64.99,No,Half,27,Female,PM,Europe
13.47,Yes,Full,65,Female,PM,Europe
8.31,Yes,Half,41,Female,PM,International
70.47,No,Full,74,Male,AM,Europe
29.53,No,Half,30,Female,AM,Europe
119.3,Yes,Half,54,Female,PM,Europe
22.53,Yes,Half,72,Male,AM,Europe
106.37,Yes,Half,39,Male,AM,Europe
21.97,Yes,Full,33,Female,PM,Europe
50.57,No,Full,56,Male,PM,Europe
77.23,No,Full,68,Male,AM,Europe
109.67,No,Half,44,Female,AM,Europe
107.62,No,Full,46,Male,AM,Europe
